brand,model,year,vehicle_age,price,transmission,mileage,fuel_type,tax,mpg,engine_size,source_file
Audi,A4,2016,8,14799,Manual,17418,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,11499,Manual,15224,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2013,11,8599,Manual,40646,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10099,Manual,70070,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10199,Manual,19356,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,9199,Manual,52319,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,14799,Manual,39989,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2015,9,10799,Manual,42761,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2016,8,12499,Manual,58204,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2015,9,9999,Manual,50325,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,10999,Manual,30690,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2014,10,8400,Manual,41083,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10299,Manual,34291,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,11999,Manual,25936,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,14599,Manual,14380,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,10799,Manual,36851,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2016,8,10999,Automatic,52865,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,9989,Manual,55122,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2016,8,10999,Manual,31583,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,8199,Manual,77288,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11999,Automatic,36714,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11599,Manual,34980,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2013,11,8599,Manual,47337,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2014,10,7499,Manual,81000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10799,Manual,41165,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2014,10,5500,Manual,87000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,9899,Manual,57021,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2014,10,7869,Manual,72591,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2017,7,13399,Manual,16850,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,13500,Automatic,29211,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,10500,Manual,44458,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,10299,Manual,49441,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2015,9,9599,Manual,31586,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,13295,Automatic,44660,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2016,8,8500,Manual,64910,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2016,8,14500,Automatic,37290,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,7895,Manual,83390,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,7000,Manual,112380,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,15000,Automatic,31670,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2013,11,7900,Manual,67409,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,12250,Manual,26517,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,12500,Manual,30500,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2012,12,7500,Manual,63565,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2012,12,8288,Manual,25000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,6900,Manual,90000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,11500,Manual,72056,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2016,8,9000,Manual,37539,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,8400,Manual,55210,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11300,Manual,24426,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2013,11,8990,Manual,85255,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11500,Manual,15567,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,9500,Manual,37008,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2013,11,6999,Manual,90000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10999,Manual,22150,Diesel,0,76.3,1.6,audi.csv
BMW,1 Series,2016,8,9400,Manual,44498,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9200,Manual,48858,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,11100,Manual,11524,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11400,Manual,26265,Diesel,0,83.1,1.5,bmw.csv
BMW,2 Series,2016,8,10600,Manual,24313,Diesel,0,74.3,1.5,bmw.csv
BMW,2 Series,2015,9,9100,Manual,40789,Diesel,0,74.3,1.5,bmw.csv
BMW,3 Series,2017,7,10900,Automatic,78345,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,8000,Manual,81579,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9900,Manual,44008,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,12100,Automatic,25786,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,8800,Manual,51002,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11498,Semi-Auto,47110,Diesel,0,78.5,1.5,bmw.csv
BMW,2 Series,2015,9,10498,Manual,27221,Diesel,0,74.3,1.5,bmw.csv
BMW,3 Series,2016,8,13298,Semi-Auto,46392,Diesel,0,74.3,2.0,bmw.csv
BMW,3 Series,2016,8,13798,Semi-Auto,46673,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2015,9,12498,Semi-Auto,14501,Diesel,0,78.5,1.5,bmw.csv
BMW,3 Series,2016,8,12950,Semi-Auto,44635,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2017,7,13698,Semi-Auto,12102,Diesel,0,78.5,1.5,bmw.csv
BMW,3 Series,2016,8,13498,Semi-Auto,45341,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,12998,Semi-Auto,31879,Diesel,0,78.5,1.5,bmw.csv
BMW,2 Series,2016,8,12998,Manual,20565,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2016,8,10450,Semi-Auto,52562,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,10998,Manual,23241,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2013,11,6491,Manual,73000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,11499,Semi-Auto,46327,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11491,Manual,36200,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,19490,Manual,10,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2014,10,8250,Manual,67654,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2015,9,9730,Manual,26845,Diesel,0,78.5,1.5,bmw.csv
BMW,2 Series,2017,7,13991,Manual,36045,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2016,8,11980,Automatic,41081,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,9891,Manual,49811,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2013,11,6395,Manual,93000,Diesel,0,74.3,1.6,bmw.csv
BMW,3 Series,2016,8,12900,Automatic,42666,Diesel,0,74.3,2.0,bmw.csv
BMW,3 Series,2016,8,14761,Automatic,14209,Diesel,0,74.3,2.0,bmw.csv
BMW,2 Series,2016,8,8498,Manual,83850,Diesel,0,74.3,1.5,bmw.csv
BMW,3 Series,2016,8,12495,Semi-Auto,63162,Diesel,0,74.3,2.0,bmw.csv
BMW,3 Series,2017,7,13298,Semi-Auto,75418,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,11470,Manual,18802,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11110,Manual,25073,Diesel,0,83.1,1.5,bmw.csv
BMW,3 Series,2016,8,12990,Semi-Auto,48788,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2015,9,11750,Manual,10889,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,13442,Semi-Auto,15200,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,12895,Manual,14354,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,8998,Manual,51342,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,7540,Manual,79999,Diesel,0,83.1,1.5,bmw.csv
BMW,3 Series,2017,7,16875,Semi-Auto,19493,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2013,11,6500,Manual,89000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2013,11,8977,Manual,63000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2017,7,13975,Automatic,20206,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,11750,Manual,43000,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9990,Manual,40000,Diesel,0,83.1,1.5,bmw.csv
BMW,3 Series,2015,9,11309,Automatic,64797,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,10648,Manual,36669,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10499,Manual,24877,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10999,Automatic,65141,Diesel,0,74.3,2.0,bmw.csv
BMW,3 Series,2016,8,13999,Automatic,32986,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,11545,Manual,22780,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,10499,Manual,23893,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10699,Manual,47210,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,9699,Manual,36713,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,8940,Manual,79675,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,8869,Manual,62574,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,12338,Manual,15770,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9440,Manual,71000,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,9270,Manual,62346,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2017,7,11997,Manual,10624,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2014,10,5490,Manual,131347,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,8393,Manual,82000,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10499,Manual,40428,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,8999,Manual,58918,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10699,Manual,35845,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11349,Manual,33215,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,8454,Manual,76241,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11399,Manual,24820,Diesel,0,78.5,1.5,bmw.csv
BMW,3 Series,2016,8,10999,Automatic,79248,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,9999,Manual,50232,Diesel,0,83.1,1.5,bmw.csv
BMW,2 Series,2016,8,11699,Manual,29719,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2014,10,5993,Manual,113000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,9749,Manual,57277,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9699,Manual,52811,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,9890,Manual,30416,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9977,Manual,47905,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2017,7,12199,Manual,22361,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,10388,Manual,28640,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2013,11,7699,Manual,51988,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,10514,Manual,39512,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,10348,Automatic,57570,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2013,11,7500,Manual,67708,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,10700,Manual,27382,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11000,Manual,34683,Diesel,0,83.1,1.5,bmw.csv
BMW,3 Series,2016,8,10000,Automatic,84878,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2014,10,10395,Manual,25000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,10399,Manual,33546,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,10495,Manual,27000,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,9499,Manual,54228,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2013,11,7399,Manual,58149,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,10599,Manual,27636,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10699,Manual,34933,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11299,Manual,24441,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10199,Manual,58305,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11999,Manual,15066,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10299,Manual,36007,Diesel,0,83.1,1.5,bmw.csv
BMW,2 Series,2016,8,8999,Manual,80051,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2017,7,11861,Manual,23268,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10849,Manual,32690,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9995,Manual,49782,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2015,9,9500,Manual,56941,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9899,Manual,47325,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10999,Manual,35898,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,10000,Manual,35259,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9349,Manual,71381,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11999,Automatic,38204,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10550,Manual,40313,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10999,Manual,27681,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11788,Manual,17084,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10990,Manual,36681,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11988,Manual,20698,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,7999,Manual,80103,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10599,Manual,39779,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2013,11,7475,Manual,70000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,8999,Manual,69647,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11799,Manual,19568,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10499,Manual,36240,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11125,Manual,33149,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11001,Manual,31615,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11499,Manual,27199,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10699,Manual,35417,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10899,Manual,23407,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10070,Manual,47413,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9999,Manual,46620,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11199,Manual,31095,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10799,Manual,37087,Diesel,0,83.1,1.5,bmw.csv
BMW,3 Series,2016,8,10740,Automatic,91855,Diesel,0,74.3,2.0,bmw.csv
BMW,1 Series,2016,8,10999,Manual,21964,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2013,11,7999,Manual,61295,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,11399,Manual,26231,Diesel,0,78.5,1.5,bmw.csv
BMW,3 Series,2016,8,10599,Automatic,95217,Diesel,0,74.3,2.0,bmw.csv
BMW,2 Series,2016,8,9499,Manual,68848,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2017,7,10999,Manual,46147,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10999,Manual,31847,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9749,Manual,56044,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9995,Manual,30000,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11339,Manual,41925,Diesel,0,78.5,1.5,bmw.csv
BMW,2 Series,2016,8,10949,Manual,34489,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2016,8,11469,Manual,33578,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10939,Manual,33243,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11819,Manual,26141,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,9699,Manual,59751,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11799,Manual,18644,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,10799,Manual,37025,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10637,Manual,40245,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10989,Manual,49761,Diesel,0,83.1,1.5,bmw.csv
BMW,2 Series,2016,8,8500,Manual,94790,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2016,8,9295,Manual,60740,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,8999,Manual,94300,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,8999,Manual,106600,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9999,Manual,82850,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,8999,Manual,97800,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,7740,Manual,85000,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,11200,Manual,17863,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10500,Manual,45340,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,8800,Manual,59496,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9100,Automatic,81751,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2014,10,8800,Manual,35974,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,9900,Manual,41475,Diesel,0,78.5,1.5,bmw.csv
BMW,2 Series,2017,7,9800,Manual,51594,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2015,9,9000,Manual,46295,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11500,Manual,23574,Diesel,0,83.1,1.5,bmw.csv
BMW,2 Series,2016,8,10400,Manual,37567,Diesel,0,74.3,1.5,bmw.csv
BMW,1 Series,2016,8,9700,Manual,37680,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2014,10,7999,Manual,67610,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,11100,Manual,26589,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,10700,Manual,37487,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,11300,Manual,33725,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11500,Manual,23787,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10700,Manual,33489,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,7500,Manual,81750,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2017,7,11400,Manual,26505,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,10200,Manual,49199,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,9600,Manual,30755,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,11000,Manual,30393,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2017,7,10400,Manual,46130,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2017,7,8500,Manual,85940,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,10700,Manual,38664,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9500,Manual,45719,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,8800,Manual,61786,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9400,Manual,41103,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2015,9,7495,Manual,91000,Diesel,0,74.3,1.6,bmw.csv
BMW,1 Series,2016,8,9100,Manual,53177,Diesel,0,78.5,1.5,bmw.csv
BMW,1 Series,2016,8,8500,Manual,68810,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,9100,Manual,54596,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2016,8,8700,Manual,54987,Diesel,0,83.1,1.5,bmw.csv
BMW,1 Series,2017,7,10200,Manual,41435,Diesel,0,83.1,1.5,bmw.csv
Ford,Fiesta,2016,8,7999,Manual,60730,Diesel,0,78.5,1.5,ford.csv
Ford,Fiesta,2013,11,5998,Manual,44304,Diesel,0,76.4,1.5,ford.csv
Ford,Focus,2015,9,7830,Manual,50124,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2015,9,6990,Manual,29851,Diesel,0,76.4,1.5,ford.csv
Ford,Focus,2015,9,9198,Manual,31512,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,10995,Manual,30923,Diesel,0,74.3,1.5,ford.csv
Ford,Mondeo,2015,9,9995,Manual,30753,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2016,8,11495,Manual,29900,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,10995,Manual,30923,Diesel,0,74.3,1.5,ford.csv
Ford,Mondeo,2016,8,9998,Manual,38358,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2016,8,9998,Manual,26399,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,8498,Manual,51656,Diesel,0,74.3,1.5,ford.csv
Ford,B-MAX,2017,7,7998,Manual,41294,Diesel,0,74.4,1.5,ford.csv
Ford,Focus,2016,8,10298,Manual,15510,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,11298,Manual,24386,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,8498,Manual,47219,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2017,7,9995,Manual,27000,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2017,7,10498,Manual,49485,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2015,9,5998,Manual,55898,Diesel,0,78.5,1.5,ford.csv
Ford,Fiesta,2017,7,8998,Manual,16701,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2016,8,8998,Manual,36087,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2016,8,10698,Manual,22141,Diesel,0,78.5,1.5,ford.csv
Ford,B-MAX,2015,9,7298,Manual,36140,Diesel,0,74.4,1.5,ford.csv
Ford,Fiesta,2014,10,5950,Manual,64327,Diesel,0,76.4,1.5,ford.csv
Ford,Focus,2017,7,10900,Manual,13338,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,7000,Manual,82616,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,8489,Manual,61379,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,12498,Manual,17998,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2017,7,10698,Manual,21041,Diesel,0,78.5,1.5,ford.csv
Ford,Fiesta,2017,7,9795,Manual,4162,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2016,8,8998,Manual,49080,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,9690,Manual,46176,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,9420,Manual,34214,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,9230,Manual,27412,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,8998,Manual,32492,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2015,9,6998,Manual,48938,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2016,8,8998,Manual,51324,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,9698,Manual,30149,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,12698,Manual,9484,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,9998,Manual,27193,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,12698,Manual,7906,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,9498,Manual,22420,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,9798,Manual,18733,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2016,8,7498,Manual,41271,Diesel,0,88.3,1.5,ford.csv
Ford,Fiesta,2016,8,8998,Manual,11813,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2017,7,10998,Manual,14653,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2016,8,6998,Manual,49010,Diesel,0,78.5,1.5,ford.csv
Ford,Focus,2017,7,11798,Manual,15417,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,11998,Manual,8308,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,12698,Manual,13588,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,9598,Manual,20340,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,11998,Manual,10474,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2015,9,6998,Manual,76588,Diesel,0,74.3,1.5,ford.csv
Ford,Fiesta,2013,11,6698,Manual,27783,Diesel,0,76.4,1.5,ford.csv
Ford,Focus,2017,7,11998,Semi-Auto,18978,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2017,7,9798,Manual,39763,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,10798,Manual,22904,Diesel,0,74.3,1.5,ford.csv
Ford,Focus,2016,8,8798,Manual,47577,Diesel,0,74.3,1.5,ford.csv
